domain|urls|paths|subdomains|proto
catho.com.br|http://www4.catho.com.br;http://banner.catho.com.br;http://v.catho.com.br/;http://joaquina.catho.com.br;http://www3.catho.com.br;http://img.catho.com.br;http://web2.catho.com.br;http://www2.catho.com.br;http://media.catho.com.br;http://www.v.catho.com.br/;http://www.catho.com.br;http://parceiros.catho.com.br;http://www5.catho.com.br;http://catho.com.br;http://mba.catho.com.br/|;/||HTTP
brasilconcursos.com|http://brasilconcursos.com/;http://www.brasilconcursos.com/|/||HTTPS;HTTP
200.142.77.206|http://200.142.77.206/|/||HTTPS;HTTP
boadica.com.br|http://www.boadica.com.br/inicioemprego.asp;http://boadica.com.br/inicioemprego.asp|/inicioemprego.asp||HTTPS;HTTP
terra.com.br|http://bumeran.terra.com.br;http://terra.com.br/empregos/;http://www.terra.com.br/empregos/|;/empregos/||HTTPS;HTTP
asktheheadhunter.com|http://asktheheadhunter.com/;http://www.asktheheadhunter.com/|/||HTTPS;HTTP
lucrandonarede.com|http://a.lucrandonarede.com/;http://www.a.lucrandonarede.com/|/||HTTPS;HTTP
linkedin.com|http://linkedin.com/;http://pop-lva1.touch.www.linkedin.com/;http://www.linkedin.com/;http://carddav.linkedin.com/|/||HTTPS;HTTP
ca.gov|http://apptrain.water.ca.gov/|/||HTTPS;HTTP
yahoo.com|http://www.hotjobs.yahoo.com/;http://hotjobs.yahoo.com/;http://uk.yahoo.com/r/jo;http://br.yahoo.com/negocios_e_economia/business_to_business/servicos_corporativos/recursos_humanos/recrutamento_e_selecao;http://uk.careers.yahoo.com/world.html;http://br.empregos.yahoo.com;http://br.yahoo.com/entretenimento/mercado_de_trabalho;http://br.yahoo.com/negocios_e_economia/mercado_de_trabalho/empregos;http://br.yahoo.com/negocios_e_economia/produtos_e_servicos_para_o_consumidor/mercado_de_trabalho/divulgacao_e_elaboracao_de_curriculos|;/negocios_e_economia/business_to_business/servicos_corporativos/recursos_humanos/recrutamento_e_selecao;/world.html;/r/jo;/;/negocios_e_economia/produtos_e_servicos_para_o_consumidor/mercado_de_trabalho/divulgacao_e_elaboracao_de_curriculos;/entretenimento/mercado_de_trabalho;/negocios_e_economia/mercado_de_trabalho/empregos||HTTPS;HTTP
