domain|urls|paths|subdomains|proto
timeout.com|http://www.ny.timeout.com/;http://ny.timeout.com/|/||HTTPS;HTTP
obaoba.com.br|http://www.obaoba.com.br/;http://obaoba.com.br/|/||HTTPS;HTTP
onlytorrents.com|http://www.onlytorrents.com;http://onlytorrents.com|||HTTPS;HTTP
outnowconsulting.com|http://outnowconsulting.com/;http://www.outnowconsulting.com/|/||HTTPS;HTTP
paper-bullets.com|http://www.paper-bullets.com/;http://paper-bullets.com/|/||HTTP
pictureisunrelated.com|http://www.pictureisunrelated.com/;http://pictureisunrelated.com/|/||HTTP
enjoymeds.biz|http://pillsx2.enjoymeds.biz/|/||HTTP
pololeos.com|http://www.pololeos.com/;http://pololeos.com/|/||HTTPS;HTTP
portaltattoo.com.br|http://www.portaltattoo.com.br/;http://portaltattoo.com.br/|/||HTTPS;HTTP
portaltattoo.com|http://portaltattoo.com/;http://www.portaltattoo.com/|/||HTTPS;HTTP
rxbank.com|http://rxbank.com/;http://www.rxbank.com/|/||HTTPS;HTTP
saladereboco.com.br|http://saladereboco.com.br/;http://www.saladereboco.com.br/|/||HTTP
scenetorrents.org|http://www.scenetorrents.org;http://scenetorrents.org|||HTTPS;HTTP
scrapetorrent.com|http://scrapetorrent.com;http://www.scrapetorrent.com|||HTTPS;HTTP
search-torrent.com|http://search-torrent.com;http://www.search-torrent.com|||HTTP
seriesyonkis.com|http://www.seriesyonkis.com/;http://seriesyonkis.com/|/||HTTPS;HTTP
seventorrents.com|http://www.seventorrents.com;http://seventorrents.com|||HTTPS;HTTP
shewired.com|http://shewired.com/;http://www.shewired.com/|/||HTTPS;HTTP
shitbrix.com|http://www.shitbrix.com;http://shitbrix.com|||HTTP
smartorrent.com|http://smartorrent.com;http://www.smartorrent.com|||HTTPS;HTTP
soentreamigas.com.br|http://soentreamigas.com.br/;http://www.soentreamigas.com.br/|/||HTTPS;HTTP
stepashka.us|http://stepashka.us/;http://www.stepashka.us/|/||HTTP
sumotorrent.com|http://www.sumotorrent.com;http://sumotorrent.com|||HTTPS;HTTP
tamiltorrents.net|http://www.tamiltorrents.net;http://tamiltorrents.net|||HTTPS;HTTP
thailandtorrent.com|http://thailandtorrent.com;http://www.thailandtorrent.com|||HTTPS;HTTP
thecouchsessions.com|http://www.thecouchsessions.com/;http://thecouchsessions.com/|/||HTTPS;HTTP
theoddshots.com|http://theoddshots.com/;http://www.theoddshots.com/|/||HTTPS;HTTP
tijuana.fr|http://www.tijuana.fr/;http://tijuana.fr/|/||HTTPS;HTTP
tollytorrents.com|http://tollytorrents.com;http://www.tollytorrents.com|||HTTP
tpmulheres.net|http://tpmulheres.net/;http://www.tpmulheres.net/|/||HTTPS;HTTP
trendhunter.com|http://www.trendhunter.com/;http://trendhunter.com/|/||HTTPS;HTTP
tumblr.com|http://tumblr.com/tagged/bebida;http://www.tumblr.com/tagged/bebida|/tagged/bebida||HTTPS;HTTP
uproxx.com|http://www.uproxx.com/;http://uproxx.com/|/||HTTPS;HTTP
buyusarx.com|http://viagrax2.buyusarx.com/|/||HTTP
vig-rx.co.uk|http://www.vig-rx.co.uk/;http://vig-rx.co.uk/|/||HTTPS;HTTP
vimaxreview.com|http://www.vimaxreview.com/;http://vimaxreview.com/|/||HTTP
virgula.com.br|http://www.virgula.com.br/boysandgirls/media/imagens/v4/menu_sexo.jpg;http://virgula.com.br/boysandgirls/media/imagens/v4/menu_sexo.jpg;http://www.virgula.com.br/boysandgirls/sexo.php;http://www4.virgula.com.br/;http://virgula.com.br/boysandgirls/sexo.php|/boysandgirls/media/imagens/v4/menu_sexo.jpg;/;/boysandgirls/sexo.php||HTTPS;HTTP
viuvideos.com|http://viuvideos.com/pb-puta.html;http://www.viuvideos.com/pb-puta.html|/pb-puta.html||HTTP
lifeenjoy.com|http://www.lifeenjoy.com|||HTTP
