domain|urls|paths|subdomains|proto
alternative-hawaii.com|http://alternative-hawaii.com/anncecil/|/anncecil/||HTTPS;HTTP
bizland.com|http://altrautman.bizland.com;http://fritzphoto.bizland.com|||HTTPS;HTTP
alwaysphotographing.com|http://alwaysphotographing.com/|/||HTTPS;HTTP
amaniwillett.com|http://amaniwillett.com|||HTTPS;HTTP
ambienceimages.com|http://ambienceimages.com|||HTTP
si.edu|http://americanhistory.si.edu/muybridge/index.htm;http://americanhistory.si.edu/scienceservice/;http://americanhistory.si.edu/1896/index.htm;http://www.npg.si.edu/exh/brady/index2.htm;http://www.npg.si.edu/exh/brady/gallery/gallery.html;http://nmaa-ryder.si.edu/collections/exhibits/helios/darkchamber.html;http://photo2.si.edu/;http://nmaa-ryder.si.edu/collections/exhibits/helios/homeandheaven.html;http://www.npg.si.edu/exh/brady/art/artdoc.htm;http://nmaa-ryder.si.edu/collections/exhibits/helios/amerphotos.html|/collections/exhibits/helios/darkchamber.html;/collections/exhibits/helios/amerphotos.html;/exh/brady/art/artdoc.htm;/exh/brady/index2.htm;/1896/index.htm;/exh/brady/gallery/gallery.html;/scienceservice/;/;/collections/exhibits/helios/homeandheaven.html;/muybridge/index.htm||HTTPS;HTTP
amoureternal.com|http://amoureternal.com/|/||HTTPS;HTTP
sapo.pt|http://anaalmeida.no.sapo.pt/;http://fotos.sapo.pt/|/||HTTPS;HTTP
andersonstudios.com|http://andersonstudios.com/|/||HTTPS;HTTP
andreapani.com|http://andreapani.com/|/||HTTPS;HTTP
andremachado.com|http://andremachado.com/|/||HTTPS;HTTP
andrewharbeck.com|http://andrewharbeck.com|||HTTPS;HTTP
andrewprokos.com|http://andrewprokos.com/|/||HTTPS;HTTP
andrewsbayphotography.com|http://andrewsbayphotography.com/|/||HTTPS;HTTP
andrewstiles.com|http://andrewstiles.com/photo.html|/photo.html||HTTPS;HTTP
